antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Momogi, Yupi",Gula Pasir,0.0475,0.2079,0.0109,0.2294736842105263,1.1037695248221564,1.0,0.0010247499999999996,1.0279986338797813,0.0987021117773122,0.044580777096114514,0.027236061369178513,0.14095136831978936
"Gula Pasir, Yupi",Momogi,0.0473,0.2144,0.0109,0.23044397463002114,1.0748319712221135,1.0,0.00075888,1.0208483516483515,0.07307863792235106,0.043460925039872415,0.0204225746308823,0.14064176343441356
"Momogi, Gula Pasir",Yupi,0.0479,0.2057,0.0109,0.22755741127348644,1.1062586838769395,1.0,0.0010469700000000012,1.0282964864864865,0.10088466923430499,0.04491141326740832,0.027517828620781126,0.14027360111559592
Yupi,"Momogi, Gula Pasir",0.2057,0.0479,0.0109,0.052989790957705396,1.1062586838769395,1.0,0.0010469700000000012,1.0053745893223818,0.12092697164545105,0.04491141326740832,0.0053458575335630695,0.14027360111559592
Momogi,"Gula Pasir, Yupi",0.2144,0.0473,0.0109,0.05083955223880597,1.0748319712221135,1.0,0.00075888,1.0037291400491402,0.08862273211382873,0.043460925039872415,0.003715285230194153,0.14064176343441356
Gula Pasir,"Momogi, Yupi",0.2079,0.0475,0.0109,0.05242905242905243,1.1037695248221564,1.0,0.0010247499999999996,1.005201776649746,0.11868925826018163,0.044580777096114514,0.005174858193230897,0.14095136831978936
"Molto, Yupi",Gula Pasir,0.0476,0.2079,0.0118,0.24789915966386553,1.1923961503793437,1.0,0.0019039599999999997,1.0531832402234638,0.16941678115590228,0.04842018875666804,0.0504976135132755,0.15232860821096114
"Gula Pasir, Yupi",Molto,0.0473,0.2143,0.0118,0.24947145877378435,1.1641225327754754,1.0,0.0016636099999999994,1.0468622535211267,0.14798351874156052,0.04723779023218575,0.04476448870279287,0.15226722728703218
"Molto, Gula Pasir",Yupi,0.0485,0.2057,0.0118,0.24329896907216494,1.1827854597577294,1.0,0.0018235500000000002,1.0496880108991826,0.16241527650364723,0.048679867986798686,0.04733598019912495,0.15033203193520742
Yupi,"Molto, Gula Pasir",0.2057,0.0485,0.0118,0.05736509479824988,1.1827854597577294,1.0,0.0018235500000000002,1.0094045899948427,0.19455890166589496,0.048679867986798686,0.00931696773331569,0.15033203193520742
Molto,"Gula Pasir, Yupi",0.2143,0.0473,0.0118,0.055062995800279985,1.1641225327754754,1.0,0.0016636099999999994,1.0082153580246913,0.17943731488492387,0.04723779023218575,0.008148415870977204,0.15226722728703218
Gula Pasir,"Molto, Yupi",0.2079,0.0476,0.0118,0.05675805675805676,1.1923961503793437,1.0,0.0019039599999999997,1.0097091279959205,0.20370223756202666,0.04842018875666804,0.009615767280613979,0.15232860821096114
"Taro, Yupi",Gula Pasir,0.0479,0.2079,0.0116,0.24217118997912315,1.164844588644171,1.0,0.00164159,1.045222865013774,0.14863604590940538,0.04750204750204749,0.04326624160980072,0.14898362288758948
"Gula Pasir, Yupi",Taro,0.0473,0.2098,0.0116,0.24524312896405917,1.1689376976361259,1.0,0.0016764599999999994,1.0469596638655463,0.151697715747983,0.04725050916496945,0.044853364925410255,0.15026694103112395
"Taro, Gula Pasir",Yupi,0.0471,0.2057,0.0116,0.2462845010615711,1.1972994704014153,1.0,0.001911529999999998,1.0538459154929576,0.17293217437875655,0.048092868988391366,0.051094675892699365,0.1513386530587389
Yupi,"Taro, Gula Pasir",0.2057,0.0471,0.0116,0.05639280505590666,1.1972994704014153,1.0,0.001911529999999998,1.0098481710458524,0.20746200297811543,0.048092868988391366,0.009752130397635277,0.1513386530587389
Taro,"Gula Pasir, Yupi",0.2098,0.0473,0.0116,0.055290753098188754,1.1689376976361259,1.0,0.0016764599999999994,1.0084584258324925,0.18289346215275043,0.04725050916496945,0.008387480946980951,0.15026694103112395
Gula Pasir,"Taro, Yupi",0.2079,0.0479,0.0116,0.055796055796055795,1.1648445886441712,1.0,0.00164159,1.0083626591951096,0.17865973906116,0.04750204750204749,0.008293305110866293,0.14898362288758948
"Good Day, Yupi",Gula Pasir,0.0475,0.2079,0.0111,0.2336842105263158,1.1240221766537557,1.0,0.0012247500000000001,1.0336469780219781,0.11584024969851742,0.04543593941874744,0.03255171130705188,0.1435376319586846
"Gula Pasir, Yupi",Good Day,0.0473,0.2124,0.0111,0.2346723044397463,1.1048601903942856,1.0,0.001053479999999999,1.0291016574585634,0.0996201407663567,0.04465004022526147,0.02827870040597548,0.143466095722698
"Good Day, Gula Pasir",Yupi,0.0449,0.2057,0.0111,0.24721603563474387,1.201828077952085,1.0,0.0018640700000000007,1.05515,0.1758289542814724,0.04634655532359082,0.052267450125574565,0.15058905816739623
Yupi,"Good Day, Gula Pasir",0.2057,0.0449,0.0111,0.05396208070004862,1.201828077952085,1.0,0.0018640700000000007,1.009578982528263,0.21142419014759448,0.04634655532359082,0.009488096220341972,0.15058905816739623
Good Day,"Gula Pasir, Yupi",0.2124,0.0473,0.0111,0.05225988700564972,1.1048601903942858,1.0,0.001053479999999999,1.0052333830104323,0.12050293055879638,0.04465004022526147,0.005206137299936727,0.143466095722698
Gula Pasir,"Good Day, Yupi",0.2079,0.0475,0.0111,0.05339105339105339,1.1240221766537557,1.0,0.0012247500000000001,1.0062233231707318,0.1392978637013481,0.04543593941874744,0.0061848329564865,0.1435376319586846
"Indomie Kari Ayam, Yupi",Gula Pasir,0.0464,0.2079,0.012,0.25862068965517243,1.2439667612081406,1.0,0.00235344,1.068413953488372,0.20566275167785233,0.04952538175815106,0.06403318981842246,0.15817037368761508
"Gula Pasir, Yupi",Indomie Kari Ayam,0.0473,0.2108,0.012,0.2536997885835095,1.2035094335081096,1.0,0.0020291600000000003,1.0574832861189802,0.17749204016654424,0.04876066639577408,0.054358576512302983,0.15531289239422155
"Indomie Kari Ayam, Gula Pasir",Yupi,0.0467,0.2057,0.012,0.2569593147751606,1.249194529777154,1.0,0.0023938100000000014,1.068985878962536,0.2092564425329558,0.04991680532445923,0.06453394784736322,0.15764834965787686
Yupi,"Indomie Kari Ayam, Gula Pasir",0.2057,0.0467,0.012,0.0583373845405931,1.249194529777154,1.0,0.0023938100000000014,1.012358337635519,0.2511446137059887,0.04991680532445923,0.012207473555641559,0.15764834965787686
Indomie Kari Ayam,"Gula Pasir, Yupi",0.2108,0.0473,0.012,0.05692599620493359,1.2035094335081098,1.0,0.0020291600000000003,1.010207042253521,0.2142633890859943,0.04876066639577408,0.010103911204926617,0.15531289239422155
Gula Pasir,"Indomie Kari Ayam, Yupi",0.2079,0.0464,0.012,0.05772005772005772,1.2439667612081406,1.0,0.00235344,1.0120134762633997,0.24759500063123344,0.04952538175815106,0.011870865897711538,0.15817037368761508
"Indomie Kari Ayam, Djarum",Yupi,0.0495,0.2057,0.0119,0.2404040404040404,1.1687119125135654,1.0,0.00171785,1.0456875,0.15187495303223866,0.0489108096999589,0.04369135138365907,0.14912764003673096
"Indomie Kari Ayam, Yupi",Djarum,0.0464,0.2128,0.0119,0.25646551724137934,1.205195099818512,1.0,0.0020260800000000013,1.0587269565217392,0.17854322937228592,0.04811969268095431,0.05546940706476035,0.15619328493647916
"Djarum, Yupi",Indomie Kari Ayam,0.0482,0.2108,0.0119,0.24688796680497926,1.1711952884486683,1.0,0.0017394400000000018,1.0479184573002756,0.15357367994476648,0.0481586402266289,0.045727276742244395,0.15166978985410254
Indomie Kari Ayam,"Djarum, Yupi",0.2108,0.0482,0.0119,0.05645161290322581,1.1711952884486683,1.0,0.0017394400000000018,1.008745299145299,0.1852146839475782,0.0481586402266289,0.008669481932365846,0.15166978985410254
Djarum,"Indomie Kari Ayam, Yupi",0.2128,0.0464,0.0119,0.055921052631578955,1.2051950998185121,1.0,0.0020260800000000013,1.0100850174216027,0.21628407460545204,0.04811969268095431,0.00998432532673968,0.15619328493647916
Yupi,"Indomie Kari Ayam, Djarum",0.2057,0.0495,0.0119,0.057851239669421496,1.1687119125135654,1.0,0.00171785,1.0088640350877194,0.1817413355874894,0.0489108096999589,0.008786154307650177,0.14912764003673096
"Indomie Kari Ayam, Taro",Yupi,0.0464,0.2057,0.0111,0.2392241379310345,1.1629758771562202,1.0,0.0015555200000000012,1.0440657223796035,0.1469556805127276,0.04605809128630706,0.04220588937559425,0.14659310931554156
"Indomie Kari Ayam, Yupi",Taro,0.0464,0.2098,0.0111,0.2392241379310345,1.1402485125406794,1.0,0.0013652800000000017,1.0386764872521246,0.1289830098554932,0.04528763769889842,0.03723631730072705,0.146065834456461
"Taro, Yupi",Indomie Kari Ayam,0.0479,0.2108,0.0111,0.23173277661795408,1.0993015968593647,1.0,0.0010026800000000023,1.0272467391304347,0.09487609655659253,0.04483037156704362,0.02652404538514203,0.14219466155375882
Indomie Kari Ayam,"Taro, Yupi",0.2108,0.0479,0.0111,0.052656546489563576,1.099301596859365,1.0,0.0010026800000000023,1.0050209313970955,0.11445961927462207,0.04483037156704362,0.0049958475890805355,0.14219466155375882
Taro,"Indomie Kari Ayam, Yupi",0.2098,0.0464,0.0111,0.05290753098188752,1.1402485125406794,1.0,0.0013652800000000017,1.0068710619023653,0.1556545155633996,0.04528763769889842,0.006824172590066611,0.146065834456461
Yupi,"Indomie Kari Ayam, Taro",0.2057,0.0464,0.0111,0.05396208070004862,1.1629758771562204,1.0,0.0015555200000000012,1.0079934224049332,0.1764282222547363,0.04605809128630706,0.00793003429115837,0.14659310931554156
"Indomie Kari Ayam, Yupi",Big Babol,0.0464,0.2101,0.011,0.23706896551724138,1.1283625203105254,1.0,0.00125136,1.0353491525423728,0.11929530201342281,0.04480651731160896,0.03414225283863954,0.14471249322982488
"Big Babol, Yupi",Indomie Kari Ayam,0.0464,0.2108,0.011,0.23706896551724138,1.1246155859451679,1.0,0.0012188800000000003,1.034431638418079,0.1161989017693716,0.04467912266450041,0.033285561983326654,0.14462556435254859
"Indomie Kari Ayam, Big Babol",Yupi,0.0479,0.2057,0.011,0.22964509394572025,1.1164078461143425,1.0,0.0011469700000000006,1.0310831978319783,0.10951580716311318,0.04534212695795548,0.030146158813697914,0.14156051488729862
Yupi,"Indomie Kari Ayam, Big Babol",0.2057,0.0479,0.011,0.053475935828877004,1.1164078461143425,1.0,0.0011469700000000006,1.0058909604519772,0.1312728188341937,0.04534212695795548,0.005856460276102307,0.14156051488729862
Indomie Kari Ayam,"Big Babol, Yupi",0.2108,0.0464,0.011,0.05218216318785579,1.1246155859451679,1.0,0.0012188800000000003,1.0061005005005006,0.1404045523660324,0.04467912266450041,0.006063510054378978,0.14462556435254859
Big Babol,"Indomie Kari Ayam, Yupi",0.2101,0.0464,0.011,0.05235602094240837,1.1283625203105252,1.0,0.00125136,1.0062850828729282,0.1440182301557159,0.04480651731160896,0.006245827330545693,0.14471249322982488
"Indomie Kari Ayam, Good Day",Yupi,0.0464,0.2057,0.0114,0.2456896551724138,1.1944076576199019,1.0,0.0018555200000000011,1.0530148571428573,0.17068468150241387,0.04736186123805567,0.050345782667019785,0.15055508524298863
"Indomie Kari Ayam, Yupi",Good Day,0.0464,0.2124,0.0114,0.2456896551724138,1.1567309565556205,1.0,0.0015446400000000016,1.0441325714285714,0.14208760155422126,0.04607922392886014,0.042267210731861106,0.1496809857782973
"Good Day, Yupi",Indomie Kari Ayam,0.0475,0.2108,0.0114,0.24000000000000002,1.1385199240986719,1.0,0.001387000000000001,1.038421052631579,0.12773403324584437,0.04617253948967194,0.036999493157628016,0.14703984819734348
Indomie Kari Ayam,"Good Day, Yupi",0.2108,0.0475,0.0114,0.05407969639468691,1.1385199240986719,1.0,0.001387000000000001,1.0069558676028085,0.15416455482345,0.04617253948967194,0.006907817737204106,0.14703984819734348
Good Day,"Indomie Kari Ayam, Yupi",0.2124,0.0464,0.0114,0.05367231638418079,1.1567309565556205,1.0,0.0015446400000000016,1.007684776119403,0.17203496297880322,0.04607922392886014,0.007626170704887576,0.1496809857782973
Yupi,"Indomie Kari Ayam, Good Day",0.2057,0.0464,0.0114,0.05542051531356344,1.1944076576199019,1.0,0.0018555200000000011,1.0095497683993824,0.20491616804822088,0.04736186123805567,0.009459433004995224,0.15055508524298863
"Indomie Kari Ayam, Momogi",Yupi,0.0457,0.2057,0.0114,0.24945295404814008,1.212702742091104,1.0,0.0019995100000000012,1.0582947521865889,0.18379504771569508,0.0475,0.055083663663779536,0.15243673468085175
"Indomie Kari Ayam, Yupi",Momogi,0.0464,0.2144,0.0114,0.2456896551724138,1.1459405558414824,1.0,0.0014518400000000011,1.0414811428571429,0.13355115977864132,0.04570970328789093,0.03982899079991574,0.1494306484817293
"Momogi, Yupi",Indomie Kari Ayam,0.0475,0.2108,0.0114,0.24000000000000002,1.1385199240986719,1.0,0.001387000000000001,1.038421052631579,0.12773403324584437,0.04617253948967194,0.036999493157628016,0.14703984819734348
Indomie Kari Ayam,"Momogi, Yupi",0.2108,0.0475,0.0114,0.05407969639468691,1.1385199240986719,1.0,0.001387000000000001,1.0069558676028085,0.15416455482345,0.04617253948967194,0.006907817737204106,0.14703984819734348
Momogi,"Indomie Kari Ayam, Yupi",0.2144,0.0464,0.0114,0.05317164179104478,1.1459405558414824,1.0,0.0014518400000000011,1.0071519211822662,0.16211098009790273,0.04570970328789093,0.007101134428528503,0.1494306484817293
Yupi,"Indomie Kari Ayam, Momogi",0.2057,0.0457,0.0114,0.05542051531356344,1.2127027420911038,1.0,0.0019995100000000012,1.0102908389089038,0.2208178446872565,0.0475,0.0101860162564848,0.15243673468085175
"Indomie Kari Ayam, Molto",Yupi,0.0482,0.2057,0.0115,0.23858921161825725,1.1598892154509346,1.0,0.0015852599999999998,1.0431950953678475,0.14482947641539598,0.04744224422442244,0.04140653609248049,0.14724793590149615
"Indomie Kari Ayam, Yupi",Molto,0.0464,0.2143,0.0115,0.2478448275862069,1.156532093262748,1.0,0.0015564800000000007,1.0445982808022922,0.14193171870440627,0.04614767255216694,0.042694193185957637,0.15075395835679922
"Molto, Yupi",Indomie Kari Ayam,0.0476,0.2108,0.0115,0.24159663865546216,1.146094111268796,1.0,0.001465919999999999,1.0406072022160666,0.13384219272136288,0.046577561765897134,0.03902260346612034,0.14807535917592843
Indomie Kari Ayam,"Molto, Yupi",0.2108,0.0476,0.0115,0.05455407969639469,1.146094111268796,1.0,0.001465919999999999,1.0073553437029603,0.16151964565107196,0.046577561765897134,0.007301637648461452,0.14807535917592843
Molto,"Indomie Kari Ayam, Yupi",0.2143,0.0464,0.0115,0.05366308912739151,1.156532093262748,1.0,0.0015564800000000007,1.0076749506903353,0.1722617881589943,0.04614767255216694,0.0076164944708384166,0.15075395835679922
Yupi,"Indomie Kari Ayam, Molto",0.2057,0.0482,0.0115,0.05590666018473505,1.1598892154509346,1.0,0.0015852599999999998,1.0081630278063851,0.1735473947528313,0.04744224422442244,0.008096932322688644,0.14724793590149615
"Aqua, Indomie Kari Ayam",Yupi,0.0498,0.2057,0.0114,0.22891566265060243,1.1128617532844065,1.0,0.0011561400000000017,1.0301078125,0.10673099292115801,0.04670217124129455,0.02922782657761857,0.14216808898208294
"Aqua, Yupi",Indomie Kari Ayam,0.047,0.2108,0.0114,0.24255319148936172,1.150631838184828,1.0,0.0014924000000000014,1.0419213483146068,0.13736860514349897,0.046266233766233775,0.04023465723436611,0.1483164439420243
"Indomie Kari Ayam, Yupi",Aqua,0.0464,0.2121,0.0114,0.2456896551724138,1.158367068233917,1.0,0.0015585600000000005,1.0445302857142857,0.14336806782055814,0.04613516794819911,0.04263187609139967,0.14971894356923376
Aqua,"Indomie Kari Ayam, Yupi",0.2121,0.0464,0.0114,0.053748231966053744,1.1583670682339169,1.0,0.0015585600000000005,1.007765620328849,0.17351921496850395,0.04613516794819911,0.007705780165744283,0.14971894356923376
Indomie Kari Ayam,"Aqua, Yupi",0.2108,0.047,0.0114,0.05407969639468691,1.150631838184828,1.0,0.0014924000000000014,1.0074844533600802,0.1658797271943164,0.046266233766233775,0.007428852460322048,0.1483164439420243
Yupi,"Aqua, Indomie Kari Ayam",0.2057,0.0498,0.0114,0.05542051531356344,1.1128617532844065,1.0,0.0011561400000000017,1.0059502830674216,0.12767945294433383,0.04670217124129455,0.005915086627618865,0.14216808898208294
"Taro, Yupi",Big Babol,0.0479,0.2101,0.0119,0.24843423799582467,1.1824571061200604,1.0,0.0018362100000000013,1.0510058333333334,0.16206633898176445,0.048354327509142626,0.0485304949940811,0.15253696668948777
"Big Babol, Yupi",Taro,0.0464,0.2098,0.0119,0.25646551724137934,1.2224285855165842,1.0,0.002165280000000002,1.062761739130435,0.1908098809993798,0.048710601719197714,0.05905532427408169,0.15659310180467442
"Taro, Big Babol",Yupi,0.0496,0.2057,0.0119,0.23991935483870971,1.1663556384964011,1.0,0.0016972800000000007,1.0450206896551726,0.15007215007215013,0.048890714872637644,0.043081146718758304,0.1488852972540656
Yupi,"Taro, Big Babol",0.2057,0.0496,0.0119,0.057851239669421496,1.1663556384964011,1.0,0.0016972800000000007,1.008757894736842,0.17956511573532855,0.048890714872637644,0.008681859921529353,0.1488852972540656
Taro,"Big Babol, Yupi",0.2098,0.0464,0.0119,0.0567206863679695,1.2224285855165842,1.0,0.002165280000000002,1.0109412834765032,0.23026613834599918,0.048710601719197714,0.010822867416075403,0.15659310180467442
Big Babol,"Taro, Yupi",0.2101,0.0479,0.0119,0.05663969538315088,1.1824571061200602,1.0,0.0018362100000000013,1.0092644298688194,0.195345437833318,0.048354327509142626,0.009179388071789607,0.15253696668948777
"Djarum, Yupi",Big Babol,0.0482,0.2101,0.0116,0.24066390041493774,1.145473110018742,1.0,0.0014731799999999993,1.0402508196721312,0.13342958170000935,0.04702067288204296,0.038693379434026745,0.14793785215892055
"Big Babol, Yupi",Djarum,0.0464,0.2128,0.0116,0.25,1.174812030075188,1.0,0.0017260799999999996,1.0496,0.15604026845637584,0.046849757673667204,0.047256097560975624,0.15225563909774437
"Djarum, Big Babol",Yupi,0.048,0.2057,0.0116,0.24166666666666664,1.1748501053313887,1.0,0.0017263999999999995,1.0474285714285714,0.15633149811648794,0.04791408508880628,0.04528096017457717,0.14902973586128665
Yupi,"Djarum, Big Babol",0.2057,0.048,0.0116,0.05639280505590666,1.1748501053313887,1.0,0.0017263999999999995,1.00889438433797,0.18736949037756076,0.04791408508880628,0.008815971697380943,0.14902973586128665
Djarum,"Big Babol, Yupi",0.2128,0.0464,0.0116,0.05451127819548872,1.174812030075188,1.0,0.0017260799999999996,1.0085789264413518,0.1890243902439024,0.046849757673667204,0.008505954483524246,0.15225563909774437
Big Babol,"Djarum, Yupi",0.2101,0.0482,0.0116,0.055211803902903374,1.1454731100187423,1.0,0.0014731799999999993,1.0074215617128464,0.16077766282069744,0.04702067288204296,0.00736688789966734,0.14793785215892055
"Good Day, Yupi",Big Babol,0.0475,0.2101,0.0103,0.2168421052631579,1.0320899822139833,1.0,0.00032024999999999935,1.008608870967742,0.03264276431465478,0.041649818034775576,0.008535390888919967,0.13293318970916104
"Big Babol, Yupi",Good Day,0.0464,0.2124,0.0103,0.22198275862068967,1.04511656601078,1.0,0.00044464000000000135,1.0123168975069252,0.04526943376555692,0.0414486921529175,0.012167037354862447,0.13523808364179493
"Good Day, Big Babol",Yupi,0.0493,0.2057,0.0103,0.20892494929006086,1.015677925571516,1.0,0.00015899000000000121,1.0040766666666667,0.01623637564962365,0.042092357989374746,0.004060114931462759,0.1294989355103683
Yupi,"Good Day, Big Babol",0.2057,0.0493,0.0103,0.05007292173067574,1.015677925571516,1.0,0.00015899000000000121,1.0008136642784033,0.019433365642826644,0.042092357989374746,0.0008130027670934521,0.1294989355103683
Good Day,"Big Babol, Yupi",0.2124,0.0464,0.0103,0.04849340866290019,1.04511656601078,1.0,0.00044464000000000135,1.0022000989609106,0.05481073138501154,0.0414486921529175,0.002195269151531241,0.13523808364179493
Big Babol,"Good Day, Yupi",0.2101,0.0475,0.0103,0.04902427415516421,1.0320899822139833,1.0,0.00032024999999999935,1.0016028528528529,0.039362239536281395,0.041649818034775576,0.0016002878269440492,0.13293318970916104
"Big Babol, Yupi",Gula Pasir,0.0464,0.2079,0.0104,0.22413793103448276,1.0781045263803886,1.0,0.0007534399999999993,1.020928888888889,0.07597121837893643,0.04264042640426405,0.02049984980997697,0.1370809905292664
"Gula Pasir, Yupi",Big Babol,0.0473,0.2101,0.0104,0.21987315010570824,1.0465166592370692,1.0,0.000462269999999999,1.012527642276423,0.046655860671290406,0.04210526315789473,0.012372642240420595,0.1346866940438108
"Gula Pasir, Big Babol",Yupi,0.0458,0.2057,0.0104,0.22707423580786024,1.1039097511320382,1.0,0.0009789399999999993,1.027653672316384,0.098646872934234,0.043135628369970966,0.02690952512635055,0.13881665120485379
Yupi,"Gula Pasir, Big Babol",0.2057,0.0458,0.0104,0.05055906660184735,1.1039097511320382,1.0,0.0009789399999999993,1.0050124935995906,0.11850540872950535,0.043135628369970966,0.004987493818745911,0.13881665120485379
Big Babol,"Gula Pasir, Yupi",0.2101,0.0473,0.0104,0.04950023798191337,1.0465166592370692,1.0,0.000462269999999999,1.00231482223335,0.056271728651143646,0.04210526315789473,0.0023094762064798688,0.1346866940438108
Gula Pasir,"Big Babol, Yupi",0.2079,0.0464,0.0104,0.05002405002405002,1.0781045263803883,1.0,0.0007534399999999993,1.0038148860759493,0.0914608683829741,0.04264042640426405,0.0038003880285759463,0.1370809905292664
"Momogi, Yupi",Big Babol,0.0475,0.2101,0.0108,0.22736842105263158,1.082191437661264,1.0,0.0008202499999999998,1.022350136239782,0.0797365607076893,0.04376012965964344,0.02186152810815492,0.1393862571707708
"Big Babol, Yupi",Momogi,0.0464,0.2144,0.0108,0.2327586206896552,1.08562789500772,1.0,0.0008518400000000013,1.0239280898876406,0.08271190653741002,0.043199999999999995,0.023368916356485726,0.1415658775090067
"Momogi, Big Babol",Yupi,0.052,0.2057,0.0108,0.2076923076923077,1.0096855016641113,1.0,0.00010360000000000057,1.0025145631067962,0.010118768557587178,0.04374240583232079,0.0025082559389496537,0.13009797688942074
Yupi,"Momogi, Big Babol",0.2057,0.052,0.0108,0.05250364608653379,1.0096855016641113,1.0,0.00010360000000000057,1.0005315546434068,0.012076787854201996,0.04374240583232079,0.000531272243179104,0.13009797688942074
Momogi,"Big Babol, Yupi",0.2144,0.0464,0.0108,0.05037313432835821,1.08562789500772,1.0,0.0008518400000000013,1.0041838899803537,0.10039978879082763,0.043199999999999995,0.004166457978563561,0.1415658775090067
Big Babol,"Momogi, Yupi",0.2101,0.0475,0.0108,0.05140409328891005,1.082191437661264,1.0,0.0008202499999999998,1.0041156547917711,0.09615023936457026,0.04376012965964344,0.004098785605154904,0.1393862571707708
"Aqua, Yupi",Big Babol,0.047,0.2101,0.0111,0.23617021276595745,1.1240847823225009,1.0,0.0012253000000000003,1.0341309192200558,0.11583146630365941,0.0451219512195122,0.03300444710211096,0.1445010987675575
"Big Babol, Yupi",Aqua,0.0464,0.2121,0.0111,0.2392241379310345,1.1278837243330244,1.0,0.0012585600000000006,1.0356532577903683,0.11890077997460552,0.04486661277283751,0.034425863600754524,0.14577897137004342
"Aqua, Big Babol",Yupi,0.0492,0.2057,0.0111,0.22560975609756098,1.0967902581310696,1.0,0.0009795600000000008,1.0257102362204724,0.09281515423711477,0.04552912223133716,0.02506578886763312,0.1397859183988048
Yupi,"Aqua, Big Babol",0.2057,0.0492,0.0111,0.05396208070004862,1.0967902581310696,1.0,0.0009795600000000008,1.0050337101747173,0.11110241552140089,0.04552912223133716,0.005008498843130646,0.1397859183988048
Aqua,"Big Babol, Yupi",0.2121,0.0464,0.0111,0.05233380480905234,1.1278837243330246,1.0,0.0012585600000000006,1.0062614925373135,0.1439063127094604,0.04486661277283751,0.006222530210835088,0.14577897137004342
Big Babol,"Aqua, Yupi",0.2101,0.047,0.0111,0.05283198476915754,1.1240847823225009,1.0,0.0012253000000000003,1.0061572864321606,0.13974855980173112,0.0451219512195122,0.006119606263544115,0.1445010987675575
"Pocari Sweat, Good Day",Yupi,0.0507,0.2057,0.011,0.21696252465483232,1.0547521859739053,1.0,0.0005710099999999985,1.0143831234256926,0.054682397556093824,0.04482477587612062,0.014179182493808791,0.13521923024185467
"Pocari Sweat, Yupi",Good Day,0.0441,0.2124,0.011,0.2494331065759637,1.1743554923538781,1.0,0.0016331599999999998,1.049340181268882,0.15531864306840767,0.04480651731160896,0.047020196262015874,0.15061109189438487
"Good Day, Yupi",Pocari Sweat,0.0475,0.2093,0.011,0.23157894736842102,1.1064450423718155,1.0,0.0010582499999999984,1.0289931506849315,0.10100214745884023,0.04475183075671277,0.02817623291820034,0.14206754344054112
Pocari Sweat,"Good Day, Yupi",0.2093,0.0475,0.011,0.05255613951266125,1.1064450423718157,1.0,0.0010582499999999984,1.005336611195159,0.12167009669222881,0.04475183075671277,0.005308282952925195,0.14206754344054112
Good Day,"Pocari Sweat, Yupi",0.2124,0.0441,0.011,0.05178907721280602,1.174355492353878,1.0,0.0016331599999999998,1.0081090367428003,0.18850824137771827,0.04480651731160896,0.008043809198458016,0.15061109189438487
Yupi,"Pocari Sweat, Good Day",0.2057,0.0507,0.011,0.053475935828877004,1.0547521859739053,1.0,0.0005710099999999985,1.0029327683615819,0.06535314113055504,0.04482477587612062,0.002924192382678818,0.13521923024185467
"Pocari Sweat, Sun Light Jeruk Nipis",Yupi,0.0479,0.2057,0.0106,0.22129436325678498,1.0758111971647302,1.0,0.0007469700000000013,1.0200260053619303,0.07401414549367549,0.043621399176954734,0.019632838042030695,0.13641285980048778
"Pocari Sweat, Yupi",Sun Light Jeruk Nipis,0.0441,0.2082,0.0106,0.24036281179138322,1.1544803640316197,1.0,0.0014183800000000003,1.0423397014925373,0.13998266969585124,0.043856019859329756,0.04061986839022887,0.14563769792258882
"Sun Light Jeruk Nipis, Yupi",Pocari Sweat,0.0447,0.2093,0.0106,0.23713646532438482,1.1329979231934295,1.0,0.0012442900000000003,1.0364894428152494,0.12287851884916132,0.043549712407559574,0.03520483789602226,0.14389073624556556
Pocari Sweat,"Sun Light Jeruk Nipis, Yupi",0.2093,0.0447,0.0106,0.050645007166746296,1.1329979231934295,1.0,0.0012442900000000003,1.0062621540010066,0.1484581371653014,0.043549712407559574,0.006223183467754945,0.14389073624556556
Sun Light Jeruk Nipis,"Pocari Sweat, Yupi",0.2082,0.0441,0.0106,0.05091258405379443,1.1544803640316197,1.0,0.0014183800000000003,1.007178036437247,0.16899398075557487,0.043856019859329756,0.007126879436964569,0.14563769792258882
Yupi,"Pocari Sweat, Sun Light Jeruk Nipis",0.2057,0.0479,0.0106,0.05153135634419057,1.0758111971647302,1.0,0.0007469700000000013,1.003828651973347,0.08871820209559163,0.043621399176954734,0.003814049305945357,0.13641285980048778
"Pocari Sweat, Indomie Kari Ayam",Yupi,0.0464,0.2057,0.0105,0.22629310344827588,1.100112316228857,1.0,0.0009555200000000014,1.026616155988858,0.09542984979226603,0.04346026490066226,0.02592610279274316,0.13866915746064742
"Pocari Sweat, Yupi",Indomie Kari Ayam,0.0441,0.2108,0.0105,0.2380952380952381,1.1294840516851903,1.0,0.0012037200000000019,1.035825,0.11992886285176291,0.04296235679214403,0.034585958052759914,0.1439527423872775
"Indomie Kari Ayam, Yupi",Pocari Sweat,0.0464,0.2093,0.0105,0.22629310344827588,1.0811901741436973,1.0,0.0007884800000000011,1.0219632311977715,0.07874720357941846,0.042822185970636216,0.0214912146810116,0.13823016376427172
Pocari Sweat,"Indomie Kari Ayam, Yupi",0.2093,0.0464,0.0105,0.05016722408026756,1.0811901741436976,1.0,0.0007884800000000011,1.0039661971830987,0.09497070106656563,0.042822185970636216,0.0039505286076631325,0.13823016376427172
